
Erro: -623.000000
Erro: -543.062500
Erro: -928.625000
Erro: -540.500000
Erro: -433.625000
Erro: -458.937500
Erro: -647.156250
Erro: -149.375000
Erro: 256.468750
Erro: 566.500000
Erro: 156.812500
Erro: 608.062500
Erro: 872.687500
Erro: 889.687500
Erro: 643.281250
Erro: 33.531250
Erro: -480.125000
Erro: -650.531250
Erro: -1093.906250
Erro: -1513.906250
Erro: -272.750000
Erro: -420.968750
Erro: 10376949760.000000
Erro: -493736727244963840.000000
Erro: 32162110430069451000000000.000000
Erro: -2255586017957343600000000000000000.000000
Erro: -1.#INF00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
Erro: -1.#IND00
